"Owning Library","Item Barcode","Shelving Location Name","Use Count","Title","Author","Pubdate","Callnumber Label","Dewy Hundreds","Dewy Tens","Status","Deleted","Price","Edit Date","Create Date"
"OCRL-DUBLN","31040001332278","REF","0","Magill's literary annual.",,"1977","REF 808.8 MAGI 2013 V.1","800","800","13","1","25.00","2019-06-29","2013-08-11"
"OCRL-DUBLN","31040001332286","REF","0","Magill's literary annual.",,"1977","REF 808.8 MAGI 2013 V.2","800","800","13","1","25.00","2019-06-29","2013-08-11"
"OCRL-DUBLN","31040001332922","YA","3","Old magic","Curley, Marianne","2002","YA CURL",,,"13","1","25.00","2019-06-29","2013-08-16"
"OCRL-DUBLN","31040001332930","YA","1","Violet eyes : a novel","Luiken, Nicole.","2001","YA LUIK",,,"13","1","25.00","2019-06-29","2013-08-16"
"OCRL-DUBLN","31040001342384","YA","36","The house of Hades","Riordan, Rick","2013","YA RIOR",,,"13","1","25.00","2019-06-29","2013-10-08"
"OCRL-DUBLN","31040001343267","YA","3","Prisoner 88","Pileggi, Leah.","2013","YA PILE",,,"13","1","25.00","2019-06-29","2013-10-12"
"OCRL-DUBLN","31040001351690","FIC","35","Beautiful day : a novel","Hilderbrand, Elin","2013","FIC HILD",,,"13","1","25.00","2019-06-29","2013-12-22"
"OCRL-DUBLN","31040001352409","Ready Ref","0","McGraw-Hill's SAT","Black, Christopher (Christopher F.)","2013","RREF 378.1662 MCGRA 2014","300","370","13","1","25.00","2019-06-29","2013-12-27"
"OCRL-DUBLN","31040001353571","AV","14","The target","Coulter, Catherine","2005","CD FIC COUL",,,"13","1","25.00","2019-06-29","2013-11-30"
"OCRL-DUBLN","31040001353597","AV","8","The Cove","Coulter, Catherine","2000","CD FIC COUL",,,"13","1","25.00","2019-06-29","2013-11-30"
"OCRL-DUBLN","31040001361178","YA","11","Battle magic","Pierce, Tamora","2013","YA PIER",,,"13","1","25.00","2019-06-29","2014-01-26"
"OCRL-DUBLN","31040001365138","JUV","57","The amulet and the anthem","Hapka, Cathy.","2013","E HAPK",,,"13","1","25.00","2019-06-29","2014-02-16"
"OCRL-DUBLN","31040001367506","YA","13","This song will save your life","Sales, Leila","2013","YA SALE",,,"13","1","25.00","2019-06-29","2014-03-08"
"OCRL-DUBLN","31040001371581","JUV","61","Diary of a wimpy kid. cabin fever","Kinney, Jeff","2011","J KINN",,,"13","1","25.00","2019-06-29","2014-03-15"
"OCRL-DUBLN","31040001372456","JUV","63","LEGO Ninjago, masters of spinjitzu","Farshtey, Greg","2011","J FARS V.7",,,"13","1","25.00","2019-06-29","2014-03-14"
"OCRL-DUBLN","31040001375228","Ready Ref","0","Peterson's master the GED test [2014]",,"2014","RREF 373.1262 PETE 2014","300","370","13","1","25.00","2019-06-29","2014-04-11"
"OCRL-DUBLN","31040001377885","REF","0","Beckett baseball card price guide. Number 36",,"2014","REF 796.357 FLEI","700","790","13","1","25.00","2019-06-29","2014-04-19"
"OCRL-DUBLN","31040001384246","JUV","54","Jungle animals.",,"2012","BOARD BOOK",,,"13","1","25.00","2019-06-29","2014-05-05"
"OCRL-DUBLN","31040001391514","YA","12","Don't even think about it","Mlynowski, Sarah.","2014","YA MLYN",,,"13","1","25.00","2019-06-29","2014-06-14"
"OCRL-DUBLN","31040001393635","YA","0","Out of order : young adult manual of mental illness and recovery : mental illnesses, personality disorders, learning problems, intellectual disabilities & treatment and recovery","Carlson, Dale.","2013","YA 616.89 CARL","600","610","13","1","25.00","2019-06-29","2014-06-04"
"OCRL-DUBLN","31040001396695","AV","77","Your best life now [7 steps to living at your full potential]","Osteen, Joel","2004","CD 248.4 OSTE","200","240","13","1","25.00","2019-06-29","2006-03-21"
"OCRL-DUBLN","31040001399764","JUV","27","Ungifted","Korman, Gordon","2012","J KORM",,,"13","1","25.00","2019-06-29","2014-06-24"
"OCRL-DUBLN","31040001399988","YA","37","Michael Vey : the prisoner of cell 25","Evans, Richard Paul.","2011","YA EVAN",,,"13","1","25.00","2019-06-29","2014-06-23"
"OCRL-DUBLN","31040001403590","YA","0","Remember Dippy","Vernick, Shirley Reva.","2013","YA VERN",,,"13","1","25.00","2019-06-29","2014-07-03"
"OCRL-DUBLN","31040001406890","NONFIC","9","Everyday witchcraft : making time for spirit in a too-busy world","Blake, Deborah 1960-","2015","133.43 BLAK","100","130","13","1","25.00","2019-06-29","2016-03-26"
"OCRL-DUBLN","31040001409241","YA","1","I have a concussion, now what?","Peterson, Judy Monroe","2017","YA 617.4 PETE","600","610","13","1","25.00","2019-06-29","2017-06-16"
"OCRL-DUBLN","31040001411759","LEASE","22","Before we were yours : a novel","Wingate, Lisa","2017","FIC WING",,,"13","1","25.00","2019-06-29","2017-06-06"
"OCRL-DUBLN","31040001411841","LEASE","8","The bright hour : a memoir of living and dying","Riggs, Nina","2017","362.1969 RIGG","300","360","13","1","25.00","2019-06-29","2017-06-06"
"OCRL-DUBLN","31040001412815","AV","1","Braving the wilderness : the quest for true belonging and the courage to stand alone","Brown, Brené","2017","LEASE CD 158.2 BROW","100","150","13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001412823","AV","1","A generation of sociopaths : how the baby boomers betrayed America","Gibney, Bruce","2017","LEASE CD 306.0973 GIBN","300","300","13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001412831","AV","2","Unbelievable : my front-row seat to the craziest campaign in American history","Tur, Katy 1983-","2017","LEASE CD 324.973 TUR","300","320","13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001412849","AV","0","Hacking growth : how today's fastest-growing companies drive breakout success","Ellis, Sean","2017","LEASE CD 658 ELLI","600","650","13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001412856","AV","3","The bayou strangler","Rosen, Fred","2017","LEASE CD 364.152 ROSE","300","360","13","1","25.00","2019-06-29","2018-01-22"
"OCRL-DUBLN","31040001412864","AV","0","Dead men do tell tales : [the strange and fascinating cases of a forensic anthropologist]","Maples, William R.","2017","LEASE CD 614 MAPL","600","610","13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001412880","AV","0","A long strange trip : the inside history of the Grateful Dead","McNally, Dennis","2017","LEASE CD 782.421 MCNAL","700","780","13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001412898","AV","0","I need a lifeguard everywhere but the pool","Scottoline, Lisa","2017","LEASE DE 818.602 SCOT","800","810","13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001412906","AV","0","Becoming Kareem : growing up on and off the court","Abdul-Jabbar, Kareem 1947-","2017","LEASE CD 92 ABDUL",,,"13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001412922","AV","0","Robert B. Parker's little white lies : a Spenser novel","Atkins, Ace","2017","LEASE CD FIC ATKI",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001412930","AV","11","The trust : a novel","Balson, Ronald H.","2017","LEASE CD FIC BALS",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001412948","AV","4","Secrets of Cavendon","Bradford, Barbara Taylor 1933-","2017","LEASE CD FIC BRAD",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001412955","AV","3","Curry : a Western trio","Brand, Max 1892-1944","2017","LEASE CD FIC BRAN",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001412963","AV","6","The spy's daughter","Brookes, Adam (Journalist)","2017","LEASE CD FIC BROO",,,"13","1","25.00","2019-06-29","2018-01-22"
"OCRL-DUBLN","31040001412971","AV","4","Tom Clancy Power and empire","Cameron, Marc","2017","LEASE CD FIC CAME",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001412989","AV","9","Sworn to silence : a novel","Castillo, Linda.","2017","LEASE CD FIC CAST",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001412997","AV","1","Watch over me","Corbett, Claire 1964-","2017","LEASE CD FIC CORB",,,"13","1","25.00","2019-06-29","2018-01-22"
"OCRL-DUBLN","31040001413003","AV","6","Typhoon fury : a novel of the Oregon files","Cussler, Clive","2017","LEASE CD FIC CUSS",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001413011","AV","2","Dark rites","Graham, Heather","2017","LEASE CD FIC GRAH",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001413029","AV","3","The it girls","Harper, Karen (Karen S.)","2017","LEASE CD FIC HARP",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001413037","AV","3","The orphan mother : a novel","Hicks, Robert 1951-","2016","LEASE CD FIC HICK",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001413045","AV","2","The identicals : a novel","Hilderbrand, Elin.","2017","LEASE CD FIC HILD",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001413052","AV","5","Mind game","Johansen, Iris","2017","LEASE CD FIC JOHA",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001413060","AV","1","The trouble with twelfth grave : a novel","Jones, Darynda.","2017","LEASE CD FIC JONE",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001413078","AV","5","If not for you : a novel","Macomber, Debbie","2017","LEASE CD FIC MACOM",,,"13","1","25.00","2019-06-29","2018-01-07"
"OCRL-DUBLN","31040001413086","AV","2","The body in the casket","Page, Katherine Hall","2017","LEASE CD FIC PAGE",,,"13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001413094","AV","0","Tunnel vision","Paretsky, Sara","2017","LEASE CD FIC PARE",,,"13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001413102","AV","5","The people vs. Alex Cross","Patterson, James 1947-","2017","LEASE CD FIC PATT",,,"13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001413110","AV","0","Needled to death","Sefton, Maggie","2017","LEASE CD FIC SEFT",,,"13","1","25.00","2019-06-29","2018-01-22"
"OCRL-DUBLN","31040001413128","AV","2","The tiger's prey : a novel of adventure","Smith, Wilbur A.","2017","LEASE CD FIC SMIT",,,"13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001413136","AV","6","Past perfect : a novel","Steel, Danielle","2017","LEASE CD FIC STEE",,,"13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001413144","AV","4","Kiss Carlo","Trigiani, Adriana.","2017","LEASE CD FIC TRIG",,,"13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001413151","AV","7","The night the lights went out","White, Karen (Karen S.)","2017","LEASE CD FIC WHIT",,,"13","1","25.00","2019-06-29","2018-01-06"
"OCRL-DUBLN","31040001416824","LEASE","12","Margaret Truman's allied in danger : a capital crimes novel","Bain, Donald 1935-2017","2018","FIC TRUM",,,"13","1","25.00","2019-06-29","2018-02-27"
"OCRL-DUBLN","31040001416832","LEASE","7","I'll keep you safe","May, Peter 1951-","2018","FIC MAY",,,"13","1","25.00","2019-06-29","2018-06-04"
"OCRL-DUBLN","31040001416840","LEASE","4","Eat the apple : a memoir","Young, Matt 1986-","2018","956.7044 YOUN","900","950","13","1","25.00","2019-06-29","2018-02-27"
"OCRL-DUBLN","31040001416998","LEASE","6","I've been thinking ... : reflections, prayers, and meditations for a meaningful life","Shriver, Maria","2018","158.128 SHRI","100","150","13","1","25.00","2019-06-29","2018-02-27"
"OCRL-DUBLN","31040001417020","LEASE","18","Shallow grave","Harper, Karen (Karen S.)","2018","FIC HARP",,,"13","1","25.00","2019-06-29","2018-02-27"
"OCRL-DUBLN","31040001417046","LEASE","16","Raspberry danish murder","Fluke, Joanne 1943-","2018","MYS FLUK",,,"13","1","25.00","2019-06-29","2018-02-27"
"OCRL-DUBLN","31040001417772","LEASE","13","Promise not to tell","Krentz, Jayne Ann","2018","FIC KREN",,,"13","1","25.00","2019-06-29","2018-01-04"
"OCRL-DUBLN","31040001417780","LEASE","12","If ever I should love you","Maxwell, Cathy","2017","FIC MAXW",,,"13","1","25.00","2019-06-29","2018-01-09"
"OCRL-DUBLN","31040001418580","LEASE","14","Look for me : a novel","Gardner, Lisa","2018","FIC GARD",,,"13","1","25.00","2019-06-29","2018-02-21"
"OCRL-DUBLN","31040001418622","LEASE","12","The bad daughter : a novel","Fielding, Joy","2018","FIC FIEL",,,"13","1","25.00","2019-06-29","2018-02-22"
"OCRL-DUBLN","31040001418671","LEASE","15","Caribbean rim","White, Randy Wayne","2018","FIC WHIT",,,"13","1","25.00","2019-06-29","2018-03-07"
"OCRL-DUBLN","31040001418846","LEASE","2","No turning back : life, loss, and hope in wartime Syria","Abouzeid, Rania","2018","956.9104 ABOU","900","950","13","1","25.00","2019-06-29","2018-03-07"
"OCRL-DUBLN","31040001418853","LEASE","12","Closer than you know : a novel","Parks, Brad 1974-","2018","FIC PARK",,,"13","1","25.00","2019-06-29","2018-03-07"
"OCRL-DUBLN","31040001418911","LEASE","15","Rosie colored glasses","Wolfson, Brianna","2018","FIC WOLF",,,"13","1","25.00","2019-06-29","2018-02-21"
"OCRL-DUBLN","31040001418945","LEASE","8","Plum tea crazy","Childs, Laura","2018","MYS CHIL",,,"13","1","25.00","2019-06-29","2018-02-28"
"OCRL-DUBLN","31040001418994","LEASE","19","The family next door","Hepworth, Sally","2018","FIC HEPW",,,"13","1","25.00","2019-06-29","2018-03-07"
"OCRL-DUBLN","31040001419000","LEASE","22","As you wish","Deveraux, Jude","2018","FIC DEVE",,,"13","1","25.00","2019-06-29","2018-03-07"
"OCRL-DUBLN","31040001419075","LEASE","13","Agent in place","Greaney, Mark","2018","FIC GREA",,,"13","1","25.00","2019-06-29","2018-02-21"
"OCRL-DUBLN","31040001419117","LEASE","16","The escape artist","Meltzer, Brad","2018","FIC MELT",,,"13","1","25.00","2019-06-29","2018-02-28"
"OCRL-DUBLN","31040001419166","LEASE","15","The third victim","Margolin, Phillip","2018","FIC MARG",,,"13","1","25.00","2019-06-29","2018-03-07"
"OCRL-DUBLN","31040001419174","LEASE","5","The Kevin show : an Olympic athlete's battle with mental illness","Pilon, Mary","2018","616.898 PILO","600","610","13","1","25.00","2019-06-29","2018-03-07"
"OCRL-DUBLN","31040001419240","LEASE","18","The flight attendant : a novel","Bohjalian, Chris 1962-","2018","FIC BOHJ",,,"13","1","25.00","2019-06-29","2018-03-13"
"OCRL-DUBLN","31040001419281","FIC","11","The river house","Neggers, Carla","2018","FIC NEGG",,,"13","1","25.00","2019-06-29","2018-03-20"
"OCRL-DUBLN","31040001419364","LEASE","17","I've got my eyes on you : a novel","Clark, Mary Higgins","2018","FIC CLAR",,,"13","1","25.00","2019-06-29","2018-04-02"
"OCRL-DUBLN","31040001419406","LEASE","12","Sometimes I lie","Feeney, Alice","2018","FIC FEEN",,,"13","1","25.00","2019-06-29","2018-03-13"
"OCRL-DUBLN","31040001419505","LEASE","6","My days : happy and otherwise","Ross, Marion 1928-","2018","791.4502 ROSS","700","790","13","1","25.00","2019-06-29","2018-03-29"
"OCRL-DUBLN","31040001419513","LEASE","1","Hey mom : stories for my mother, but you can read them too","Anderson, Louie","2018","306.8743 ANDE","300","300","13","1","25.00","2019-06-29","2018-04-02"
"OCRL-DUBLN","31040001419521","LEASE","14","Hold back the dark","Hooper, Kay","2018","FIC HOOP",,,"13","1","25.00","2019-06-29","2018-04-02"
"OCRL-DUBLN","31040001419554","LEASE","11","Duel to the death : an Ali Reynolds novel","Jance, Judith A.","2018","FIC JANC",,,"13","1","25.00","2019-06-29","2018-03-13"
"OCRL-DUBLN","31040001419562","LEASE","14","A dangerous game","Graham, Heather","2018","FIC GRAH",,,"13","1","25.00","2019-06-29","2018-03-13"
"OCRL-DUBLN","31040001419604","LEASE","16","Alternate side : a novel","Quindlen, Anna","2018","FIC QUIN",,,"13","1","25.00","2019-06-29","2018-03-20"
"OCRL-DUBLN","31040001419612","LEASE","17","Red alert","Patterson, James 1947-","2018","FIC PATT",,,"13","1","25.00","2019-06-29","2018-03-20"
"OCRL-DUBLN","31040001419687","LEASE","7","The way I die","Haas, Derek 1970-","2018","FIC HAAS",,,"13","1","25.00","2019-06-29","2018-04-02"
"OCRL-DUBLN","31040001419737","LEASE","6","Soon : an overdue history of procrastination, from Leonardo and Darwin to you and me","Santella, Andrew","2018","155.232 SANT","100","150","13","1","25.00","2019-06-29","2018-03-13"
"OCRL-DUBLN","31040001419760","LEASE","3","Just the funny parts : ...and a few hard truths about sneaking into the Hollywood boys' club","Scovell, Nell","2018","791.4502 SCOV","700","790","13","1","25.00","2019-06-29","2018-03-20"
"OCRL-DUBLN","31040001419778","LEASE","14","The disappeared : a Joe Pickett novel","Box, C. J.","2018","FIC BOX",,,"13","1","25.00","2019-06-29","2018-03-20"
"OCRL-DUBLN","31040001419836","LEASE","3","Unsuccessful thug : one comedian's journey from Naptown to Tinseltown","Epps, Mike","2018","792.7028 EPPS","700","790","13","1","25.00","2019-06-29","2018-03-29"
"OCRL-DUBLN","31040001419844","LEASE","9","The female persuasion","Wolitzer, Meg","2018","FIC WOLI",,,"13","1","25.00","2019-06-29","2018-04-02"
"OCRL-DUBLN","31040001427235","AV","0","Rocket men : the daring odyssey of Apollo 8 and the astronauts who made man's first journey to the moon","Kurson, Robert","2018","CD 629.454 KURS","600","620","13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427243","AV","0","Endurance : a year in space, a lifetime of discovery","Kelly, Scott 1964-","2017","CD 92 KELL",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427250","AV","0","The female persuasion","Wolitzer, Meg","2018","CD FIC WOLI",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427268","AV","3","Shoot first","Woods, Stuart","2018","CD FIC WOOD",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427276","AV","2","The shape of water","Toro, Guillermo del 1964-","2018","CD FIC TORO",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427284","AV","2","The cast : a novel","Steel, Danielle","2018","CD FIC STEE",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427292","AV","1","After Anna","Scottoline, Lisa","2018","CD FIC SCOT",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427300","AV","14","Twisted prey","Sandford, John 1944 February 23-","2018","CD FIC SAND",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427326","AV","8","The 17th suspect","Patterson, James 1947-","2018","CD FIC PATT",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427334","AV","1","Circe","Miller, Madeline","2018","CD FIC MILL",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427342","AV","0","Getting to happy","McMillan, Terry.","2010","CD FIC MCMI",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427359","AV","0","Love and ruin : a novel","McLain, Paula","2018","CD FIC MCLA",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427367","AV","0","The twelve tribes of Hattie [a novel]","Mathis, Ayana.","2013","CD FIC MATH",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427375","AV","3","Killing season : a thriller","Kellerman, Faye","2017","CD FIC KELL",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427383","AV","9","To be where you are","Karon, Jan 1937-","2017","CD FIC KARO",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427391","AV","3","An American marriage : a novel","Jones, Tayari","2018","CD FIC JONE",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427409","AV","8","Shattered mirror","Johansen, Iris","2018","CD FIC JOHA",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427417","AV","2","Hold back the dark","Hooper, Kay","2018","CD FIC HOOP",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427425","AV","2","Alter ego","Freeman, Brian 1963-","2018","CD FIC FREE",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427433","AV","3","The forgotten road","Evans, Richard Paul","2018","CD FIC EVAN",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427441","AV","6","The cutting edge : a Lincoln Rhyme novel","Deaver, Jeffery","2018","CD FIC DEAV",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427458","AV","7","Don't let go","Coben, Harlan 1962-","2017","CD FIC COBE",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427466","AV","6","Overkill : an Alex Hawke novel","Bell, Ted","2018","CD FIC BELL",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427474","AV","2","The sellout : a novel","Beatty, Paul.","2016","CD FIC BEAT",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427482","AV","1","Robert B. Parker's old black magic : a Spenser novel","Atkins, Ace","2018","CD FIC ATKI",,,"13","1","25.00","2019-06-29","2018-08-01"
"OCRL-DUBLN","31040001427706","LEASE","4","Low Chicago : a wild cards mosaic novel",,"2018","SF MART",,,"13","1","25.00","2019-06-29","2018-06-12"
"OCRL-DUBLN","31040001427714","LEASE","10","The Moscow offensive : a novel","Brown, Dale 1956-","2018","FIC BROW",,,"13","1","25.00","2019-06-29","2018-06-12"
"OCRL-DUBLN","31040001427722","LEASE","8","The word is murder : a novel","Horowitz, Anthony 1955-","2018","FIC HORO",,,"13","1","25.00","2019-06-29","2018-06-12"
"OCRL-DUBLN","31040001427730","LEASE","0","The circadian code : lose weight, supercharge your energy, and tranform your health from morning to midnight","Panda, Satchin","2018","612.022 PAND","600","610","13","1","25.00","2019-06-29","2018-06-12"
"OCRL-DUBLN","31040001428530","LEASE","1","Wanna bet? : a degenerate gambler's guide to living on the edge","Lange, Artie 1967-","2018","792.7028 LANG","700","790","13","1","25.00","2019-06-29","2018-08-20"
"OCRL-DUBLN","31040001428548","LEASE","5","Born to be Wilde","James, Eloisa","2018","FIC JAME",,,"13","1","25.00","2019-06-29","2018-08-21"
"OCRL-DUBLN","31040001428563","LEASE","0","Outside the wire : ten lessons I've learned in everyday courage","Kander, Jason","2018","179.6 KAND","100","170","13","1","25.00","2019-06-29","2018-08-21"
"OCRL-DUBLN","31040001428571","LEASE","12","Murder at the mansion","Connolly, Sheila","2018","FIC CONN",,,"13","1","25.00","2019-06-29","2018-08-21"
"OCRL-DUBLN","31040001428589","LEASE","4","Give me your hand","Abbott, Megan E. 1971-","2018","FIC ABBO",,,"13","1","25.00","2019-06-29","2018-08-21"
"OCRL-DUBLN","31040001428597","LEASE","0","My diarrhe","Sings, Miranda","2018","817 SING","800","810","13","1","25.00","2019-06-29","2018-08-21"
"OCRL-DUBLN","31040001429306","LEASE","3","Pretty mess","Jayne, Erika","2018","791.4502 JAYN","700","790","13","1","25.00","2019-06-29","2018-04-02"
"OCRL-DUBLN","31040001429504","LEASE","5","To die but once : a Maisie Dobbs novel","Winspear, Jacqueline 1955-","2018","FIC WINS",,,"13","1","25.00","2019-06-29","2018-04-03"
"OCRL-DUBLN","31040001429546","LEASE","6","Every day I'm hustling","Fox, Vivica A. 1964-","2018","791.4302 FOX","700","790","13","1","25.00","2019-06-29","2018-04-04"
"OCRL-DUBLN","31040001429561","LEASE","14","The sixth day","Coulter, Catherine","2018","FIC COUL",,,"13","1","25.00","2019-06-29","2018-04-04"
"OCRL-DUBLN","31040001429579","LEASE","15","After Anna","Scottoline, Lisa","2018","FIC SCOT",,,"13","1","25.00","2019-06-29","2018-04-11"
"OCRL-DUBLN","31040001429595","LEASE","15","The first family","Palmer, Michael 1942-2013","2018","FIC PALM",,,"13","1","25.00","2019-06-29","2018-04-17"
"OCRL-DUBLN","31040001429694","LEASE","4","The road to unfreedom : Russia, Europe, America","Snyder, Timothy","2018","320.53 SNYD","300","320","13","1","25.00","2019-06-29","2018-04-03"
"OCRL-DUBLN","31040001429702","LEASE","18","A Nantucket wedding : a novel","Thayer, Nancy 1943-","2018","FIC THAY",,,"13","1","25.00","2019-06-29","2018-04-04"
"OCRL-DUBLN","31040001429710","LEASE","17","Shoot first : (think later)","Woods, Stuart","2018","FIC WOOD",,,"13","1","25.00","2019-06-29","2018-04-04"
"OCRL-DUBLN","31040001429728","LEASE","7","Macbeth","Nesbø, Jo 1960-","2018","FIC NESB",,,"13","1","25.00","2019-06-29","2018-04-11"
"OCRL-DUBLN","31040001429769","LEASE","12","Twenty-one days : a Daniel Pitt novel","Perry, Anne","2018","FIC PERR",,,"13","1","25.00","2019-06-29","2018-04-17"
"OCRL-DUBLN","31040001429827","LEASE","16","Sweet vengeance","Michaels, Fern","2018","FIC MICH",,,"13","1","25.00","2019-06-29","2018-04-03"
"OCRL-DUBLN","31040001429843","LEASE","8","Queen Anne's lace","Albert, Susan Wittig","2018","FIC ALBE",,,"13","1","25.00","2019-06-29","2018-04-03"
"OCRL-DUBLN","31040001429850","LEASE","16","The knowledge : a Richard Jury mystery","Grimes, Martha","2018","FIC GRIM",,,"13","1","25.00","2019-06-29","2018-04-03"
"OCRL-DUBLN","31040001429868","LEASE","16","Miss Julia raises the roof","Ross, Ann B.","2018","FIC ROSS",,,"13","1","25.00","2019-06-29","2018-04-04"
"OCRL-DUBLN","31040001429892","LEASE","6","The thief : a novel of the Black Dagger Brotherhood","Ward, J. R. 1969-","2018","FIC WARD",,,"13","1","25.00","2019-06-29","2018-04-11"
"OCRL-DUBLN","31040001429900","LEASE","2","West Winging it : an un-presidential memoir","Cunnane, Pat","2018","973.932 CUNN","900","970","13","1","25.00","2019-06-29","2018-04-17"
"OCRL-DUBLN","31040001429918","LEASE","13","The family gathering","Carr, Robyn","2018","FIC CARR",,,"13","1","25.00","2019-06-29","2018-04-17"
"OCRL-DUBLN","31040001429926","LEASE","5","The good pilot Peter Woodhouse","McCall Smith, Alexander 1948-","2017","FIC MCCA",,,"13","1","25.00","2019-06-29","2018-04-17"
"OCRL-DUBLN","31040001429991","LEASE","11","One house over","Monroe, Mary","2018","FIC MONR",,,"13","1","25.00","2019-06-29","2018-04-03"
"OCRL-DUBLN","31040001430007","LEASE","0","Death of a She Devil","Weldon, Fay","2017","FIC WELD",,,"13","1","25.00","2019-06-29","2018-04-03"
"OCRL-DUBLN","31040001430015","LEASE","12","All the beautiful lies : a novel","Swanson, Peter 1968-","2018","FIC SWAN",,,"13","1","25.00","2019-06-29","2018-04-03"
"OCRL-DUBLN","31040001430023","LEASE","15","Women in sunlight : a novel","Mayes, Frances","2018","FIC MAYE",,,"13","1","25.00","2019-06-29","2018-04-03"
"OCRL-DUBLN","31040001430031","LEASE","16","The cutting edge : a Lincoln Rhyme novel","Deaver, Jeffery","2018","FIC DEAV",,,"13","1","25.00","2019-06-29","2018-04-04"
"OCRL-DUBLN","31040001430064","LEASE","4","Meghan : a Hollywood princess","Morton, Andrew 1953-","2018","941.085 MORT","900","940","13","1","25.00","2019-06-29","2018-04-17"
"OCRL-DUBLN","31040001430080","LEASE","5","You think it, I'll say it : stories","Sittenfeld, Curtis","2018","FIC SITT",,,"13","1","25.00","2019-06-29","2018-04-17"
"OCRL-DUBLN","31040001430098","LEASE","3","War on peace : the end of diplomacy and the decline of American influence","Farrow, Ronan 1987-","2018","327.73 FARR","300","320","13","1","25.00","2019-06-29","2018-04-17"
