"Owning Library","Item Barcode","Use Count","Shelving Location Name","Title","Author","Pubdate","Callnumber Label","Dewy Hundreds","Dewy Tens","Status","Deleted","Price","Create Date","Edit Date"
"OCRL-DUBLN","31040001440246","3","LEASE","Robert B. Parker's Buckskin","Knott, Robert 1954-","2019","WES KNOT",,,"1","0","25.00","2019-05-16","2019-06-28"
"OCRL-DUBLN","31040001440253","0","LEASE","Riding the elephant : a memoir of altercations, humiliations, hallucinations, and observations","Ferguson, Craig 1962-","2019","791.45092 FERG","700","790","0","0","25.00","2019-05-16","2019-05-18"
"OCRL-DUBLN","31040001440261","0","LEASE","Where the light enters : building a family, discovering myself","Biden, Jill","2019","973.932 BIDE","900","970","0","0","25.00","2019-05-16","2019-05-18"
"OCRL-DUBLN","31040001440279","4","NEW-BKS","Dying of whiteness : how the politics of racial resentment is killing America's heartland","Metzl, Jonathan 1964-","2019","362.1089 METZ","300","360","1","0","25.00","2019-05-10","2019-06-26"
"OCRL-DUBLN","31040001440287","1","NEW-BKS","If this isn't nice, what is? : the graduation speeches and other words to live by","Vonnegut, Kurt","2016","815.54 VONN","800","810","0","0","25.00","2019-05-02","2019-05-10"
"OCRL-DUBLN","31040001440295","1","NEW-BKS","Wait, what? : and life's other essential questions","Ryan, James E. (James Edward)","2017","153.42 RYAN","100","150","1","0","25.00","2019-05-02","2019-06-18"
"OCRL-DUBLN","31040001440303","0","NEW-BKS","Very good lives : the fringe benefits of failure and the importance of imagination","Rowling, J. K.","2015","158 ROWL","100","150","0","0","25.00","2019-05-02","2019-05-02"
"OCRL-DUBLN","31040001440311","0","LEASE","Backstage pass","Stanley, Paul 1952-","2019","782.42 STAN","700","780","0","0","25.00","2019-05-02","2019-05-02"
"OCRL-DUBLN","31040001440329","4","LEASE","The view from Alameda Island","Carr, Robyn","2019","FIC CARR",,,"0","0","25.00","2019-05-02","2019-06-28"
"OCRL-DUBLN","31040001440337","1","LEASE","Unleashed","Palmer, Diana","2019","FIC PALM",,,"1","0","25.00","2019-06-27","2019-06-28"
"OCRL-DUBLN","31040001440345","1","LEASE","Paranoid","Jackson, Lisa","2019","FIC JACK",,,"1","0","25.00","2019-06-27","2019-06-28"
"OCRL-DUBLN","31040001440352","0","LEASE","In pain : a bioethicist's personal struggle with opioids","Rieder, Travis","2019","362.293 RIED","300","360","0","0","25.00","2019-06-27","2019-06-27"
"OCRL-DUBLN","31040001440360","0","LEASE","The sentence is death : a novel","Horowitz, Anthony 1955-","2019","FIC HORO",,,"0","0","25.00","2019-06-27","2019-06-27"
"OCRL-DUBLN","31040001442259","0","NONFIC","The new drawing on the right side of the brain","Edwards, Betty (Betty Anne) 1926-","1999","741.2 EDWA","700","740","0","0","25.00","2019-05-06","2019-05-13"
"OCRL-DUBLN","31040001442275","2","NEW-BKS","Necessary endings : the employees, businesses, and relationships that all of us have to give up in order to move forward","Cloud, Henry","2010","650.13 CLOU","600","650","0","0","25.00","2019-05-06","2019-05-21"
"OCRL-DUBLN","31040001442283","3","NEW-BKS","Working : researching, interviewing, writing","Caro, Robert A.","2019","818.5409 CARO","800","810","0","0","25.00","2019-05-07","2019-06-25"
"OCRL-DUBLN","31040001442291","0","NEW-BKS","Well-read black girl : finding our stories, discovering ourselves : an anthology",,"2018","810.9 EDIM","800","810","0","0","25.00","2019-05-07","2019-05-13"
"OCRL-DUBLN","31040001442309","2","LEASE","Governess gone rogue","Guhrke, Laura Lee","2019","FIC GUHR",,,"1","0","25.00","2019-05-07","2019-06-22"
"OCRL-DUBLN","31040001442317","0","NEW-BKS","Art matters","Gaiman, Neil","2018","701.15 GAIM","700","700","0","0","25.00","2019-05-07","2019-05-13"
"OCRL-DUBLN","31040001442325","0","Reference Office","Librarian's guide to homelessness : an empathy-driven approach to solving problems, preventing conflict, and serving everyone","Dowd, Ryan","2018","PROF COLL 021.2 DOWD","000","020","5","0","25.00","2019-05-07","2019-05-07"
"OCRL-DUBLN","31040001442333","3","NEW-BKS","The big fella : Babe Ruth and the world he created","Leavy, Jane","2018","92 RUTH","000","090","1","0","25.00","2019-05-07","2019-06-26"
"OCRL-DUBLN","31040001442341","0","NEW-BKS","Star wars : women of the galaxy","Ratcliffe, Amy","2018","791.43 RATC","700","790","0","0","25.00","2019-05-07","2019-05-13"
"OCRL-DUBLN","31040001442358","0","Reference Office","Dare to lead : brave work, tough conversations, whole hearts","Brown, Brené","2018","PROF COLL 658.4092 BROW","600","650","5","0","25.00","2019-05-07","2019-05-07"
"OCRL-DUBLN","31040001442374","2","NEW-BKS","Compact farms : 15 proven plans for market farms on 5 acres or less","Volk, Josh","2017","636 VOLK","600","630","1","0","25.00","2019-05-16","2019-06-25"
"OCRL-DUBLN","31040001442390","3","BHDESK","NCLEX RN 2018 & 2019 study guide : NCLEX RN examination review & NCLEX RN questions and answers",,"2018","RDESK 610.73 NCLE","600","610","0","0","25.00","2019-05-06","2019-06-27"
"OCRL-DUBLN","31040001442408","3","NEW-BKS","The bullet journal method : track the past, order the present, design the future","Carroll, Ryder","2018","640.43 CARR","600","640","1","0","25.00","2019-05-06","2019-06-18"
"OCRL-DUBLN","31040001442416","3","NEW-BKS","Salt, fat, acid, heat : mastering the elements of good cooking","Nosrat, Samin","2017","641.5 NOSR","600","640","0","0","25.00","2019-05-16","2019-06-20"
"OCRL-DUBLN","31040001442424","0","NEW-BKS","The humane gardener : nurturing a backyard habitat for wildlife","Lawson, Nancy 1970-","2017","577.554 LAWS","500","570","0","0","25.00","2019-05-16","2019-05-18"
"OCRL-DUBLN","31040001442432","0","NEW-BKS","The greenhouse and hoophouse grower's handbook : organic vegetable production using protected culture","Mefferd, Andrew","2017","635.9823 MEFF","600","630","0","0","25.00","2019-05-16","2019-05-18"
"OCRL-DUBLN","31040001442440","0","NEW-BKS","You are a badass every day : how to keep your motivation strong, your vibe high, and your quest for transformation unstoppable","Sincero, Jen 1965-","2018","158.1 SINC","100","150","0","0","25.00","2019-05-07","2019-05-13"
"OCRL-DUBLN","31040001442457","2","NEW-BKS","The lean farm : how to minimize waste, increase efficiency, and maximize value and profits with less work","Hartman, Ben 1978-","2015","628.746 HART","600","620","1","0","25.00","2019-05-16","2019-06-25"
"OCRL-DUBLN","31040001442465","1","NEW-BKS","The backyard homestead book of kitchen know-how : field-to-table cooking skills","Chesman, Andrea","2015","641.302 CHES","600","640","0","0","25.00","2019-05-17","2019-06-27"
"OCRL-DUBLN","31040001442473","2","NEW-BKS","Soul : a chef's culinary evolution in 150 recipes","Richards, Todd","2018","641.5975 RICH","600","640","1","0","25.00","2019-05-17","2019-06-24"
"OCRL-DUBLN","31040001442481","1","NEW-BKS","The pioneers : the heroic story of the settlers who brought the American ideal West","McCullough, David G.","2019","977 MCCU","900","970","1","0","25.00","2019-05-28","2019-06-27"
"OCRL-DUBLN","31040001442572","2","NONFIC","Everything is f*cked : a book about hope","Manson, Mark","2019","152.4 MANS","100","150","1","0","25.00","2019-05-28","2019-06-24"
"OCRL-DUBLN","31040001442580","1","NONFIC","Every tool's a hammer : life is what you make it","Savage, Adam","2019","680.92 SAVA","600","680","0","0","25.00","2019-05-28","2019-06-18"
"OCRL-DUBLN","31040001442598","0","NEW-BKS","Furious hours : murder, fraud, and the last trial of Harper Lee","Cep, Casey N.","2019","364.152 CEP","300","360","0","0","25.00","2019-05-28","2019-05-29"
"OCRL-DUBLN","31040001442739","2","NEW-BKS","Start your farm : the authoritative guide to becoming a sustainable 21st-century farmer","Pritchard, Forrest","2018","631 PRIT","600","630","1","0","25.00","2019-05-16","2019-06-25"
"OCRL-DUBLN","31040001442747","0","NEW-BKS","The moment of lift : how empowering women changes the world","Gates, Melinda 1964-","2019","305.42 GATE","300","300","0","0","25.00","2019-05-28","2019-05-29"
"OCRL-DUBLN","31040001442754","0","NEW-BKS","The second mountain : the quest for a moral life","Brooks, David 1961-","2019","302 BROO","300","300","0","0","25.00","2019-05-28","2019-05-29"
"OCRL-DUBLN","31040001952554","1","FIC","A dangerous place : a novel","Winspear, Jacqueline 1955-","2015","FIC WINS",,,"0","0","25.00","2018-10-16","2019-05-14"
"OCRL-DUBLN","31040002121787","0","YA","The savior's champion","Moreci, Jenna 1987-","2018","YA MORE",,,"0","0","25.00","2019-06-12","2019-06-19"
"OCRL-DUBLN","31040002121845","4","FIC","Friends and lovers","Dickey, Eric Jerome","2000","FIC DICK",,,"0","0","25.00","2018-10-01","2019-05-31"
"OCRL-DUBLN","31040002121852","3","FIC","Z rated : chocolate flava 3 : the eroticanoir.com anthology",,"2012","FIC ZANE",,,"1","0","25.00","2018-10-01","2019-06-06"
"OCRL-DUBLN","31040002121977","1","FIC","Succulent : chocolate flava II",,"2009","FIC ZANE",,,"0","0","25.00","2018-10-01","2018-12-11"
"OCRL-DUBLN","31040002130093","1","JUV","Against the tide","Sutherland, Tui 1978-","2014","J SUTH",,,"0","0","25.00","2018-11-01","2019-03-04"
"OCRL-DUBLN","31040002180668","3","FIC","Wind in the ashes","Johnstone, William W.","2008","FIC JOHN PB",,,"1","0","25.00","2019-02-01","2019-06-21"
"OCRL-DUBLN","31040002180684","1","FIC","Flames from the ashes","Johnstone, William W.","2009","FIC JOHN PB",,,"1","0","25.00","2019-02-01","2019-06-21"
"OCRL-DUBLN","31040002184819","2","NONFIC","Think like a freak : the authors of Freakonomics offer to retrain your brain","Levitt, Steven D.","2014","153.43 LEVI","100","150","0","0","25.00","2018-07-02","2019-06-24"
"OCRL-DUBLN","31040002184827","6","NEW-BKS","The 30-day thyroid reset plan : disarming the 7 hidden triggers that are keeping you sick","Campbell, Becky","2018","616.44 CAMP","600","610","6","0","25.00","2018-07-02","2019-06-21"
"OCRL-DUBLN","31040002184835","6","FIC","Left behind : [a novel of the earth's last days]","LaHaye, Tim 1926-2016","2011","FIC LAHA",,,"0","0","25.00","2018-07-03","2019-04-16"
"OCRL-DUBLN","31040002184843","2","NONFIC","Encyclopedia Blazertannica : a suboptimal guide to soccer, America's ""sport of the future"" since 1972","Bennett, Roger 1970-","2018","796.334 BENN","700","790","1","0","25.00","2018-07-03","2019-06-24"
"OCRL-DUBLN","31040002184850","2","NONFIC","The great outdoors : a user's guide : everything you need to know before heading into the wild (and how to get back in one piece)","Leonard, Brendan","2017","796.5 LEON","700","790","0","0","25.00","2018-07-03","2019-06-18"
"OCRL-DUBLN","31040002184868","5","NONFIC","What truth sounds like : Robert F. Kennedy, James Baldwin, and our unfinished conversation about race in America","Dyson, Michael Eric","2018","305.800973 DYSO","300","300","0","0","25.00","2018-08-20","2019-04-03"
"OCRL-DUBLN","31040002184876","4","NONFIC","The sun does shine : how I found life and freedom on death row","Hinton, Anthony Ray","2018","364.66092 HINT","300","360","0","0","25.00","2018-07-03","2019-05-29"
"OCRL-DUBLN","31040002184892","3","NONFIC","The power of habit : why we do what we do in life and business","Duhigg, Charles.","2012","158.1 DUHI","100","150","0","0","25.00","2018-07-03","2018-12-29"
"OCRL-DUBLN","31040002184918","2","NONFIC","Kitchen confidential : adventures in the culinary underbelly","Bourdain, Anthony.","2007","641.5092 BOUR","600","640","16","0","25.00","2018-07-03","2019-06-03"
"OCRL-DUBLN","31040002184975","5","NONFIC","Big weed : an entrepreneur's high-stakes adventures in the budding legal marijuana business","Hageseth, Christian 1968-","2015","381.41379 HAGE","300","380","0","0","25.00","2018-07-02","2018-10-08"
"OCRL-DUBLN","31040002184983","2","NONFIC","Uncensored : my life and uncomfortable conversations at the intersection of Black and White America","Wood, Zachary R.","2018","92 WOOD","000","090","0","0","25.00","2018-07-02","2019-04-03"
"OCRL-DUBLN","31040002184991","12","NEW-BKS","The complete ketogenic diet for beginners : your essential guide to living the keto lifestyle","Ramos, Amy","2016","613.2833 RAMO","600","610","8","0","25.00","2018-07-02","2019-06-21"
"OCRL-DUBLN","31040002185006","0","NONFIC","The thyroid connection : why you feel tired, brain-fogged, and overweight -- and how to get your life back","Myers, Amy (Physician)","2016","616.44 MYER","600","610","0","0","25.00","2018-07-02","2018-08-20"
"OCRL-DUBLN","31040002185212","4","NONFIC","Bullshit jobs","Graeber, David","2018","306.361 GRAE","300","300","8","0","25.00","2018-07-02","2019-06-25"
"OCRL-DUBLN","31040002185220","10","NONFIC","Room to dream","Lynch, David 1946-","2018","791.4302 LYNC","700","790","0","0","25.00","2018-07-02","2019-05-30"
"OCRL-DUBLN","31040002185238","6","NONFIC","Unfu*k yourself : get out of your head and into your life","Bishop, Gary John","2017","158.1 BISH","100","150","1","0","25.00","2018-07-02","2019-06-20"
"OCRL-DUBLN","31040002185246","1","NONFIC","What the eyes don't see : a story of crisis, resistance, and hope in an American city","Hanna-Attisha, Mona","2018","615.925 HANN","600","610","0","0","25.00","2018-07-02","2019-05-07"
"OCRL-DUBLN","31040002185253","13","NEW-BKS","Thyroid healing : the truth behind Hashimoto's, Graves', insomnia, hypothyroidism, thyroid nodules & Epstein-Barr","William, Anthony","2017","616.44 WILL","600","610","1","0","25.00","2018-07-02","2019-06-24"
"OCRL-DUBLN","31040002185261","8","NONFIC","Facts and fears : hard truths from a life in intelligence","Clapper, James R. (James Robert) 1941-","2018","327.1273 CLAP","300","320","0","0","25.00","2018-07-02","2019-04-03"
"OCRL-DUBLN","31040002185279","4","NONFIC","Upon further review : the greatest what-ifs in sports history",,"2018","796 PESC","700","790","0","0","25.00","2018-07-03","2019-06-05"
"OCRL-DUBLN","31040002185394","0","NONFIC","Frenemies : the epic disruption of the ad business (and everything else)","Auletta, Ken","2018","659.10973 AULE","600","650","0","0","25.00","2018-07-02","2019-04-16"
"OCRL-DUBLN","31040002185402","7","NONFIC","I'm still here : black dignity in a world made for whiteness","Brown, Austin Channing","2018","305.896 BROW","300","300","0","0","25.00","2018-07-02","2019-04-03"
"OCRL-DUBLN","31040002185410","4","NONFIC","Bad blood : secrets and lies in a Silicon Valley startup","Carreyrou, John","2018","338.7 CARR","300","330","6","0","25.00","2018-07-02","2019-06-24"
"OCRL-DUBLN","31040002185428","2","NONFIC","How to democrat in the age of Trump","Lux, Mike","2018","324.2736 LUX","300","320","0","0","25.00","2018-07-02","2019-04-03"
"OCRL-DUBLN","31040002185436","2","NONFIC","The Renaissance New Testament",,"1998","225.4 RENA v. 4","200","220","0","0","25.00","2018-08-20","2018-09-11"
"OCRL-DUBLN","31040002185469","1","LEASE","Your dad stole my rake, and other family dilemmas","Papa, Tom","2018","818.602 PAPA","800","810","13","1","25.00","2018-07-07","2019-06-29"
"OCRL-DUBLN","31040002185477","1","FIC","If only for one night","Murray, Victoria Christopher","2018","FIC MURR",,,"0","0","25.00","2018-07-07","2019-06-06"
"OCRL-DUBLN","31040002185485","11","NEW-BKS","Magnolia Table : a collection of recipes for gathering","Gaines, Joanna 1978-","2018","641.5975 GAIN","600","640","1","0","25.00","2018-07-07","2019-01-12"
"OCRL-DUBLN","31040002185493","2","NONFIC","Street design : the secret to great cities and towns","Massengale, John Montague","2014","713 MASS","700","710","0","0","25.00","2018-08-08","2018-10-17"
"OCRL-DUBLN","31040002185527","4","NEW-BKS","Principles","Dalio, Ray 1949-","2017","650.1 DALI","600","650","0","0","25.00","2018-08-14","2019-06-28"
"OCRL-DUBLN","31040002185535","3","NONFIC","The subtle art of not giving a fuck : a counterintuitive approach to living a good life","Manson, Mark","2016","158.1 MANS","100","150","0","0","25.00","2018-08-20","2019-06-03"
"OCRL-DUBLN","31040002185543","1","REF","ServSafe coursebook.",,"2017","REF 363.7296 SERV","300","360","0","0","25.00","2018-08-29","2018-09-11"
"OCRL-DUBLN","31040002185550","4","NONFIC","The Russia hoax : the illicit scheme to clear Hillary Clinton and frame Donald Trump","Jarrett, Gregg","2018","324.973 JARR","300","320","0","0","25.00","2018-08-29","2019-05-23"
"OCRL-DUBLN","31040002185568","2","NEW-BKS","How not to get shot : and other advice from white people","Hughley, D. L. (Darryl L.) 1963-","2018","817.6 HUGH","800","810","0","0","25.00","2018-08-29","2018-10-06"
"OCRL-DUBLN","31040002185576","3","LEASE","Can you tolerate this? : essays","Young, Ashleigh","2018","824.92 YOUN","800","820","13","1","25.00","2018-09-04","2019-06-29"
"OCRL-DUBLN","31040002185584","1","NONFIC","Every man's Bible.",,"2014","220 EVER","200","220","0","0","25.00","2018-10-22","2019-06-21"
"OCRL-DUBLN","31040002185600","1","NONFIC","The blood of Emmett Till","Tyson, Timothy B.","2017","364.134 TYSO","300","360","0","0","25.00","2018-08-20","2019-04-03"
"OCRL-DUBLN","31040002185634","3","NONFIC","How to be an adult : a handbook on psychological and spiritual integration","Richo, David 1940-","1991","158 RICH","100","150","0","0","25.00","2018-07-07","2019-02-11"
"OCRL-DUBLN","31040002185642","4","NONFIC","The high cost of good intentions : a history of U.S. federal entitlement programs","Cogan, John F.","2017","361.60973 COGA","300","360","0","0","25.00","2018-07-07","2019-04-03"
"OCRL-DUBLN","31040002185659","0","AV","Before you hit send : preventing headache & heartache","Eggerichs, Emerson","2017","CD 241.672 EGGE","200","240","13","1","25.00","2018-08-21","2019-06-29"
"OCRL-DUBLN","31040002185667","0","NONFIC","A piece of cake : a memoir","Brown, Cupcake","2007","92 BROW","000","090","0","0","25.00","2018-08-29","2018-08-30"
"OCRL-DUBLN","31040002185675","0","AV","Girls like us : fighting for a world where girls are not for sale, an activist finds her calling and heals herself","Lloyd, Rachel 1975-","2018","CD 362.88 LLOY","300","360","13","1","25.00","2018-08-28","2019-06-29"
"OCRL-DUBLN","31040002185691","3","LEASE","Behind the line of scrimmage : inside the front office of the NFL","Huyghue, Michael","2018","796.332092 HUYG","700","790","0","0","25.00","2018-09-04","2019-05-07"
"OCRL-DUBLN","31040002185709","2","NONFIC","How do we look : the body, the divine, and the question of civilisation","Beard, Mary 1955-","2018","704.942 BEAR","700","700","0","0","25.00","2018-09-04","2019-04-03"
"OCRL-DUBLN","31040002185717","4","LEASE","1968 : radical protest and its enemies","Vinen, Richard","2018","909.826 VINE","900","900","0","0","25.00","2018-09-04","2019-05-23"
"OCRL-DUBLN","31040002185733","0","NONFIC","Thirst : a story of redemption, compassion, and a mission to bring clean water to the world","Harrison, Scott (Social entrepreneur)","2018","361.74092 HARR","300","360","0","0","25.00","2018-10-22","2019-04-03"
"OCRL-DUBLN","31040002185741","5","NONFIC","Jesus calling : enjoying peace in His presence : devotions for every day of the year","Young, Sarah 1946-","2016"," 242.2 JESU","200","240","1","0","25.00","2018-10-22","2019-06-28"
"OCRL-DUBLN","31040002185758","2","NONFIC","Bet on yourself : from zero to millions","Hodges, Vernard L.","2017","332.024 HODG","300","330","1","0","25.00","2018-09-11","2019-06-14"
"OCRL-DUBLN","31040002185766","3","NONFIC","House of Trump, house of Putin : the untold story of Donald Trump and the Russian mafia","Unger, Craig","2018","327.73047 UNGE","300","320","0","0","25.00","2018-09-10","2019-04-03"
"OCRL-DUBLN","31040002185774","6","LG-PRNT","Driving Miss Norma : one family's journey saying ""yes"" to living","Bauerschmidt, Tim","2018","LP 917.304 BAUE","900","910","0","0","25.00","2018-07-07","2019-06-10"
"OCRL-DUBLN","31040002185782","0","NONFIC","Submerged history : underwater archaeology in Florida",,"2018","930.1028 SMIT","900","930","0","0","25.00","2018-07-07","2019-05-30"
"OCRL-DUBLN","31040002185790","4","NONFIC","The Joey song : a mother's story of her son's addiction","Swenson, Sandra.","2014","362.29 JOEY","300","360","1","0","25.00","2018-07-07","2019-06-20"
"OCRL-DUBLN","31040002185808","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.8","300","340","0","0","25.00","2018-07-07","2018-10-25"
"OCRL-DUBLN","31040002185816","1","NONFIC","The body keeps the score : brain, mind, and body in the healing of trauma","Van der Kolk, Bessel A. 1943-","2014","616.85 VAN","600","610","8","0","25.00","2018-08-20","2019-06-25"
"OCRL-DUBLN","31040002185824","0","AV","Toast : overcoming stress to avoid burnout","Iverson, Larry","2018","CD 155.9042 IVER","100","150","13","1","25.00","2018-08-20","2019-06-29"
"OCRL-DUBLN","31040002185832","0","AV","The odyssey of Echo Company : the 1968 TET offensive and the epic battle to survive the Vietnam War","Stanton, Doug","2017","CD 959.704 STAN","900","950","13","1","25.00","2018-08-28","2019-06-29"
"OCRL-DUBLN","31040002185840","0","AV","The weapon wizards : how Israel became a high-tech military superpower","Katz, Yaakov 1979-","2017","CD 338.4 KATZ","300","330","13","1","25.00","2018-08-27","2019-06-29"
"OCRL-DUBLN","31040002185857","0","AV","Morning star, midnight sun : the early Guadalcanal-Solomons campaign of World War II, August - October 1942","Cox, Jeffrey R.","2018","CD 940.5426 COX","900","940","13","1","25.00","2018-08-28","2019-06-29"
"OCRL-DUBLN","31040002185865","0","AV","Hippie food : how back-to-the-landers, longhairs, and revolutionaries changed the way we eat","Kauffman, Jonathan","2018","CD 394.1 KAUF","300","390","13","1","25.00","2018-08-28","2019-06-29"
"OCRL-DUBLN","31040002185873","0","AV","Mapping innovation : a playbook for navigating a disruptive age","Satell, Greg","2017","CD 658.514 SATE","600","650","13","1","25.00","2018-08-28","2019-06-29"
"OCRL-DUBLN","31040002185881","0","AV","The audacity of Inez Burns : dreams, desire, treachery, and ruin in the city of gold","Bloom, Stephen G.","2018","CD 92 BURN",,,"13","1","25.00","2018-08-28","2019-06-29"
"OCRL-DUBLN","31040002185899","3","YA","Children of blood and bone","Adeyemi, Tomi","2018","YA ADEY",,,"0","0","25.00","2018-08-29","2019-05-06"
"OCRL-DUBLN","31040002185907","0","NONFIC","La Sagrada Biblia",,"1965","220.56 SAGR","200","220","0","0","25.00","2018-08-29","2018-08-30"
"OCRL-DUBLN","31040002185915","1","NEW-BKS","The Gutfeld monologues : classic rants from The Five","Gutfeld, Greg","2018","791.4572 GUTF","700","790","1","0","25.00","2018-08-29","2019-06-10"
"OCRL-DUBLN","31040002185923","2","BHDESK","PSB health occupations secrets study guide : your key to exam success : practice questions and test review for the PSB Health Occupations Aptitude Examination",,"2017","RDESK 610.76 PSB","600","610","6","0","25.00","2018-08-29","2019-06-21"
"OCRL-DUBLN","31040002185972","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.7","300","340","0","0","0.00","2018-07-07","2018-10-25"
"OCRL-DUBLN","31040002185980","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.8A","300","340","0","0","25.00","2018-07-07","2018-10-25"
"OCRL-DUBLN","31040002185998","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.9","300","340","0","0","25.00","2018-07-07","2018-10-25"
"OCRL-DUBLN","31040002186004","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.12","300","340","0","0","25.00","2018-07-07","2018-10-25"
"OCRL-DUBLN","31040002186012","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.11","300","340","0","0","25.00","2018-07-07","2018-10-25"
"OCRL-DUBLN","31040002186020","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.10","300","340","0","0","25.00","2018-07-07","2018-10-25"
"OCRL-DUBLN","31040002186046","4","NONFIC","The 5 second rule : transform your life, work, and confidence with everyday courage","Robbins, Mel 1968-","2017","179.6 ROBB","100","170","0","0","25.00","2018-08-20","2019-06-25"
"OCRL-DUBLN","31040002186053","0","NONFIC","The secret life of plants","Tompkins, Peter","1973","581 TOMP","500","580","0","0","25.00","2018-08-20","2018-10-24"
"OCRL-DUBLN","31040002186061","2","AV","Lincoln and Churchill : statesmen at war","Lehrman, Lewis E.","2018","CD 973.7092 LEHR","900","970","13","1","25.00","2018-08-21","2019-06-29"
"OCRL-DUBLN","31040002186079","0","AV","The cookie cure : a mother/daughter memoir of cookies and cancer","Stachler, Susan","2018","CD 362.1969 STAC","300","360","13","1","25.00","2018-08-28","2019-06-29"
"OCRL-DUBLN","31040002186087","4","NONFIC","Unhinged : an insider's account of the Trump White House","Omarosa","2018","973.933 OMAR","900","970","0","0","25.00","2018-08-20","2019-04-03"
"OCRL-DUBLN","31040002186186","5","NEW-BKS","The Paris architect : a novel","Belfoure, Charles 1954-","2013","FIC BELF",,,"0","0","25.00","2018-12-29","2019-05-29"
"OCRL-DUBLN","31040002186194","1","NONFIC","Lukewarming : the new climate science that changes everything","Michaels, Patrick J.","2016","363.738 MICH","300","360","0","0","25.00","2018-12-29","2019-04-03"
"OCRL-DUBLN","31040002186202","0","NONFIC","The Wycliffe Bible : John Wycliffe's translation of the holy scriptures from the Latin vulgate : old & new testament",,"2008","220.52 WYCL","200","220","0","0","25.00","2018-12-29","2019-01-15"
"OCRL-DUBLN","31040002186210","2","NONFIC","Food : what the heck should I eat? : the no-nonsense guide to achieving optimal weight and lifelong health","Hyman, Mark 1959-","2018","613.2 HYMA","600","610","0","0","25.00","2018-12-29","2019-05-01"
"OCRL-DUBLN","31040002186228","10","FIC","John Woman","Mosley, Walter","2018","FIC MOSL",,,"0","0","5.00","2018-11-15","2019-06-04"
"OCRL-DUBLN","31040002186236","2","NONFIC","In the hurricane's eye : the genius of George Washington and the victory at Yorktown","Philbrick, Nathaniel","2018","973.337 PHIL","900","970","0","0","25.00","2018-11-12","2019-05-23"
"OCRL-DUBLN","31040002186244","3","NONFIC","Almost everything : notes on hope","Lamott, Anne","2018","170.44 LAMO","100","170","0","0","25.00","2018-11-12","2019-05-23"
"OCRL-DUBLN","31040002186418","3","NEW-BKS","It's time to fight dirty : how Democrats can build a lasting majority in American politics","Faris, David M.","2018","324.2736 FARI","300","320","0","0","25.00","2018-12-05","2019-05-28"
"OCRL-DUBLN","31040002186574","4","NEW-BKS","He heard his brother call his name : a memoir","Hale, Patsy Dorris.","2013","92 HALE","000","090","0","0","25.00","2018-11-03","2019-05-28"
"OCRL-DUBLN","31040002186582","0","NEW-BKS","Keeping black boys out of special education","Kunjufu, Jawanza.","2005","370.8996 KUNJ","300","370","0","0","25.00","2018-12-05","2019-01-02"
"OCRL-DUBLN","31040002186590","0","NEW-BKS","Understanding black male learning styles","Kunjufu, Jawanza.","2011","371.8299 KUNJ","300","370","0","0","25.00","2018-12-05","2019-01-02"
"OCRL-DUBLN","31040002186608","0","NEW-BKS","Together we rise : behind the scenes at the protest heard round the world",,"2018","305.42 TOGE","300","300","0","0","25.00","2018-12-29","2019-04-16"
"OCRL-DUBLN","31040002186624","8","NEW-BKS","The president is missing : a novel","Clinton, Bill 1946-","2018","FIC CLIN",,,"0","0","25.00","2018-12-29","2019-06-14"
"OCRL-DUBLN","31040002186632","0","NEW-BKS","The sun does shine : how I found life and freedom on death row","Hinton, Anthony Ray","2018","364.66 HINT","300","360","0","0","25.00","2018-12-29","2019-05-30"
"OCRL-DUBLN","31040002187044","2","NEW-BKS","Team of vipers : my 500 extraordinary days in the Trump White House","Sims, Cliff","2019","973.933 SIMS","900","970","0","0","25.00","2019-02-21","2019-04-08"
"OCRL-DUBLN","31040002187051","3","NONFIC","Cravings : hungry for more","Teigen, Chrissy","2018","641.5 TEIG","600","640","0","0","25.00","2019-02-19","2019-06-18"
"OCRL-DUBLN","31040002187069","1","NEW-BKS","Heartland : a memoir of working hard and being broke in the richest country on Earth","Smarsh, Sarah","2018","978.1033 SMAR","900","970","0","0","25.00","2019-02-19","2019-04-08"
"OCRL-DUBLN","31040002187077","0","NEW-BKS","The once and future worker : a vision for the renewal of work in America","Cass, Oren 1983-","2018","331.1097 CASS","300","330","0","0","25.00","2019-02-19","2019-02-19"
"OCRL-DUBLN","31040002187093","0","REF","The American ephemeris : 1950-2050 at midnight","Michelsen, Neil F.","2011","REF 528 MICH","500","520","5","0","25.00","2019-02-19","2019-02-19"
"OCRL-DUBLN","31040002187101","4","NEW-BKS","The VeryVera cookbook : recipes from my table","Stewart, Vera.","2018","641.5975 STEW","600","640","1","0","25.00","2019-02-21","2019-06-17"
