"Owning Library","Item Barcode","Use Count","Shelving Location Name","Title","Author","Pubdate","Callnumber Label","Dewy Hundreds","Dewy Tens","Status","Deleted","Price","Create Date","Edit Date"
"OCRL-DUBLN","31040001428787","1","FIC","Capone & Capri. a bad boy romance 2","Watkins, Jessica N.","2016","FIC WATK",,,"0","0","25.00","2018-08-21","2019-03-21"
"OCRL-DUBLN","31040001428795","1","FIC","Every love story is beautiful, but ours is hood","Watkins, Jessica N.","2017","FIC WATK",,,"1","0","25.00","2018-08-21","2019-06-28"
"OCRL-DUBLN","31040001428803","4","FIC","The shoe box : a Christmas story","Rivers, Francine 1947-","2010","FIC RIVE",,,"6","0","25.00","2018-08-21","2019-06-26"
"OCRL-DUBLN","31040001428902","4","FIC","The Paris spy : a Maggie Hope mystery","MacNeal, Susan Elia","2018","FIC MACN",,,"0","0","5.00","2018-10-22","2019-06-04"
"OCRL-DUBLN","31040001430619","0","NONFIC","Sugar free : 8 weeks to freedom from sugar and carb addiction","Thomson, Karen","2016","641.563837 THOM","600","640","0","0","25.00","2019-01-22","2019-01-22"
"OCRL-DUBLN","31040001431377","3","NONFIC","How to invent everything : a survival guide for the stranded time traveler","North, Ryan 1980-","2018","609 NORT","600","600","6","0","25.00","2018-10-03","2019-06-24"
"OCRL-DUBLN","31040001431385","5","NONFIC","Dear America : notes of an undocumented citizen","Vargas, Jose Antonio","2018","304.873 VARG","300","300","0","0","25.00","2018-10-03","2019-04-03"
"OCRL-DUBLN","31040001431393","1","NONFIC","Basketball : a love story","MacMullan, Jackie","2018","796.323 MACM","700","790","0","0","25.00","2018-10-03","2019-04-03"
"OCRL-DUBLN","31040001431401","6","NONFIC","Daemon voices : on stories and storytelling","Pullman, Philip 1946-","2018","809.9335 PULL","800","800","0","0","25.00","2018-10-03","2019-05-23"
"OCRL-DUBLN","31040001431419","6","BHDESK","Cracking the SAT",,"2018","RDESK 378.1662 CRAC","300","370","0","0","25.00","2018-10-03","2019-06-11"
"OCRL-DUBLN","31040001431427","0","Ready Ref","Cracking the SAT",,"2018","RREF 378.1662 CRAC","300","370","0","0","25.00","2018-10-03","2018-10-29"
"OCRL-DUBLN","31040001431435","4","NONFIC","Betty Ford : First Lady, women's advocate, survivor, trailblazer","McCubbin, Lisa","2018","973.925 MCCU","900","970","0","0","0.00","2018-10-03","2019-02-22"
"OCRL-DUBLN","31040001431443","5","LEASE","The next person you meet in Heaven","Albom, Mitch 1958-","2018","FIC ALBO",,,"13","1","25.00","2018-10-03","2019-06-29"
"OCRL-DUBLN","31040001431450","14","LEASE","Winter in paradise : a novel","Hilderbrand, Elin","2018","FIC HILD",,,"13","1","25.00","2018-10-03","2019-06-29"
"OCRL-DUBLN","31040001431468","11","LEASE","The Witch Elm","French, Tana","2018","FIC FREN",,,"13","1","25.00","2018-10-03","2019-06-29"
"OCRL-DUBLN","31040001431476","15","LEASE","Holy ghost","Sandford, John 1944 February 23-","2018","FIC SAND",,,"13","1","25.00","2018-10-03","2019-06-29"
"OCRL-DUBLN","31040001431484","18","LEASE","Ambush","Patterson, James 1947-","2018","FIC PATT",,,"13","1","25.00","2018-10-03","2019-06-29"
"OCRL-DUBLN","31040001431492","1","LEASE","There will be no miracles here","Gerald, Casey","2018","973.0496 GERA","900","970","13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431500","4","LEASE","Make something good today : a memoir","Napier, Erin","2018","791.4502 NAPI","700","790","13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431518","8","LEASE","The dead ringer","Beaton, M. C.","2018","FIC BEAT",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431526","2","LEASE","Glitter bomb","Childs, Laura","2018","FIC CHIL",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431534","1","LEASE","The greatest love story ever told : an oral history","Mullally, Megan","2018","791.4502 MULL","700","790","13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431542","4","LEASE","Blood communion : a tale of Prince Lestat","Rice, Anne 1941-","2018","FIC RICE",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431559","11","LEASE","The dream daughter","Chamberlain, Diane 1950-","2018","FIC CHAM",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431567","6","LEASE","Alaskan holiday : a novel","Macomber, Debbie","2018","FIC MACO",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431575","8","LEASE","Remembrance","Monroe, Mary","2018","FIC MONR",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431583","8","NONFIC","Handcrafted : a woodworker's story","Harp, Clint","2018","684.104 HARP","600","680","0","0","25.00","2018-10-04","2019-06-18"
"OCRL-DUBLN","31040001431591","6","LEASE","Glitter bomb","Childs, Laura","2018","FIC CHIL",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431609","13","LEASE","Alaskan holiday : a novel","Macomber, Debbie","2018","FIC MACO",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431617","11","LEASE","Winter in paradise : a novel","Hilderbrand, Elin","2018","FIC HILD",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431625","16","LEASE","Ambush","Patterson, James 1947-","2018","FIC PATT",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431633","7","LEASE","The Witch Elm","French, Tana","2018","FIC FREN",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431641","11","LEASE","Holy ghost","Sandford, John 1944 February 23-","2018","FIC SAND",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431658","6","LEASE","Blood communion : a tale of Prince Lestat","Rice, Anne 1941-","2018","FIC RICE",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431666","6","LEASE","The dream daughter","Chamberlain, Diane 1950-","2018","FIC CHAM",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431674","5","LEASE","The greatest love story ever told : an oral history","Mullally, Megan","2018","791.4502 MULL","700","790","0","0","25.00","2018-10-04","2019-06-08"
"OCRL-DUBLN","31040001431682","14","LEASE","Every breath","Sparks, Nicholas","2018","FIC SPAR",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431690","12","LEASE","Every breath","Sparks, Nicholas","2018","FIC SPAR",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431708","7","LEASE","The next person you meet in Heaven","Albom, Mitch 1958-","2018","FIC ALBO",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431716","9","LEASE","The dead ringer","Beaton, M. C.","2018","FIC BEAT",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431724","5","LEASE","There will be no miracles here","Gerald, Casey","2018","973.0496 GERA","900","970","0","0","25.00","2018-10-04","2019-06-06"
"OCRL-DUBLN","31040001431732","5","LEASE","The forbidden door","Koontz, Dean R. (Dean Ray) 1945-","2018","FIC KOON",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431740","4","LEASE","Make something good today : a memoir","Napier, Erin","2018","791.4502 NAPI","700","790","0","0","25.00","2018-10-04","2019-05-07"
"OCRL-DUBLN","31040001431757","2","LEASE","Belichick : the making of the greatest football coach of all time","O'Connor, Ian","2018","796.332 OCON","700","790","13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431765","5","LEASE","Christmas cake murder","Fluke, Joanne 1943-","2018","FIC FLUK",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431773","5","LEASE","A catered cat wedding : a mystery with recipes","Crawford, Isis","2018","FIC CRAW",,,"13","1","25.00","2018-10-04","2019-06-29"
"OCRL-DUBLN","31040001431781","6","FIC","Transcription","Atkinson, Kate","2018","FIC ATKI",,,"0","0","5.00","2018-10-04","2019-05-13"
"OCRL-DUBLN","31040001431799","16","LEASE","Red war : a Mitch Rapp novel","Mills, Kyle 1966-","2018","FIC MILL",,,"0","0","25.00","2018-10-04","2019-06-25"
"OCRL-DUBLN","31040001431807","10","NONFIC","The rational Bible. God, slavery, and freedom Exodus","Prager, Dennis 1948-","2018","222.12 PRAG","200","220","1","0","25.00","2018-10-04","2019-06-24"
"OCRL-DUBLN","31040001431815","4","NONFIC","Ghosts of the tsunami : death and life in Japan's disaster zone","Lloyd Parry, Richard","2017","952.0512 LLOY","900","950","0","0","25.00","2018-10-04","2019-04-15"
"OCRL-DUBLN","31040001431823","0","NONFIC","You say to brick : the life of Louis Kahn","Lesser, Wendy","2017","720.92 LESS","700","720","0","0","25.00","2018-10-04","2019-04-03"
"OCRL-DUBLN","31040001431831","2","NONFIC","Robert Lowell, setting the river on fire : a study of genius, mania, and character","Jamison, Kay R.","2017","616.895 JAMI","600","610","0","0","25.00","2018-10-04","2019-05-07"
"OCRL-DUBLN","31040001431849","0","NONFIC","Queen of bebop : the musical lives of Sarah Vaughan","Hayes, Elaine M.","2017","782.4216 HAYE","700","780","0","0","25.00","2018-10-04","2019-04-03"
"OCRL-DUBLN","31040001431856","6","NONFIC","The last castle : the epic story of love, loss, and American royalty in the nation's largest home","Kiernan, Denise","2017","975.688 KIER","900","970","6","0","25.00","2018-10-08","2019-04-03"
"OCRL-DUBLN","31040001431864","0","NONFIC","Food allergies : a complete guide for eating when your life depends on it","Sicherer, Scott H.","2017","616.975 SICH","600","610","0","0","25.00","2018-10-09","2019-05-07"
"OCRL-DUBLN","31040001431872","3","NONFIC","Ripples in spacetime : Einstein, gravitational waves, and the future of astronomy","Schilling, Govert","2017","539.754 SCHI","500","530","0","0","25.00","2018-10-09","2019-04-03"
"OCRL-DUBLN","31040001431880","1","NONFIC","Death : an oral history",,"2016","306.9 DEAT","300","300","0","0","25.00","2018-10-09","2019-04-03"
"OCRL-DUBLN","31040001431898","3","NONFIC","Dorie's cookies","Greenspan, Dorie","2016","641.8654 GREE","600","640","0","0","25.00","2018-10-09","2019-04-03"
"OCRL-DUBLN","31040001431906","1","NONFIC","An American sickness : how healthcare became big business and how you can take it back","Rosenthal, Elisabeth 1956-","2017","362.1097 ROSE","300","360","0","0","25.00","2018-10-09","2019-05-07"
"OCRL-DUBLN","31040001431914","1","NONFIC","American kingpin : the epic hunt for the criminal mastermind behind the Silk Road","Bilton, Nick","2017","364.168 BILT","300","360","0","0","25.00","2018-10-08","2019-04-03"
"OCRL-DUBLN","31040001431922","1","NONFIC","She has her mother's laugh : the powers, perversions, and potential of heredity","Zimmer, Carl 1966-","2018","576.5 ZIMM","500","570","0","0","25.00","2018-10-08","2019-04-03"
"OCRL-DUBLN","31040001431930","0","NONFIC","The poetry of pop","Bradley, Adam","2017","781.64 BRAD","700","780","0","0","25.00","2018-10-08","2019-04-03"
"OCRL-DUBLN","31040001431948","2","NONFIC","Jonathan Swift : the reluctant rebel","Stubbs, John 1977-","2017","828.509 STUB","800","820","0","0","25.00","2018-10-08","2019-04-03"
"OCRL-DUBLN","31040001431955","5","NONFIC","Reading with Patrick : a teacher, a student, and a life-changing friendship","Kuo, Michelle","2017","371.826 KUO","300","370","0","0","25.00","2018-10-08","2019-05-07"
"OCRL-DUBLN","31040001431963","3","NONFIC","The complete outdoor builder : from arbors to walkways : 150 DIY projects",,"2017","690.89 COMP","600","690","0","0","25.00","2018-10-08","2019-06-18"
"OCRL-DUBLN","31040001431971","0","NONFIC","Ali : a life","Eig, Jonathan","2017","796.8309 EIG","700","790","0","0","25.00","2018-10-08","2019-04-03"
"OCRL-DUBLN","31040001431989","3","NONFIC","From Holmes to Sherlock : the story of the men and women who created an icon","Boström, Mattias 1971-","2017","823.8 BOST","800","820","0","0","25.00","2018-10-08","2019-04-03"
"OCRL-DUBLN","31040001431997","3","NONFIC","Economism : bad economics and the rise of inequality","Kwak, James","2017","330 KWAK","300","330","0","0","25.00","2018-10-08","2019-04-03"
"OCRL-DUBLN","31040001432003","2","NONFIC","Cutting back : my apprenticeship in the gardens of Kyoto","Buck, Leslie 1965-","2017","635.0952 BUCK","600","630","0","0","25.00","2018-10-04","2019-05-23"
"OCRL-DUBLN","31040001432011","5","NONFIC","The atlas of bird migration : tracing the great journeys of the world's birds",,"2011","598.1568 ATLA","500","590","0","0","25.00","2018-10-18","2019-06-13"
"OCRL-DUBLN","31040001432029","5","NONFIC","Who-ology : Doctor Who : the official miscellany","Scott, Cavan","2018","791.4572 SCOT","700","790","0","0","25.00","2018-10-18","2019-04-03"
"OCRL-DUBLN","31040001432037","1","YA","Time Lord fairy tales","Richards, Justin","2015","YA RICH",,,"0","0","25.00","2018-10-18","2018-11-19"
"OCRL-DUBLN","31040001432045","1","NONFIC","Presidents of War","Beschloss, Michael R.","2018","355.0097 BESC","300","350","0","0","25.00","2018-10-31","2019-05-23"
"OCRL-DUBLN","31040001432052","7","NONFIC","Fear : Trump in the White House","Woodward, Bob 1943-","2018","973.933 WOOD","900","970","0","0","25.00","2018-10-31","2019-05-23"
"OCRL-DUBLN","31040001432060","5","NONFIC","Ship of fools : how a selfish ruling class is bringing America to the brink of revolution","Carlson, Tucker","2018","305.52 CARL","300","300","0","0","25.00","2018-11-01","2019-05-23"
"OCRL-DUBLN","31040001432078","4","NONFIC","Bariatric fitness for your new life : a post surgery program of mental coaching, strength training, stretching routines and fat-burning cardio","Karlstad, Julia","2018","613.712 KARL","600","610","0","0","25.00","2018-11-01","2019-06-17"
"OCRL-DUBLN","31040001432086","4","NONFIC","Shade : a tale of two presidents","Souza, Pete","2018","973.932 SOUZ","900","970","0","0","25.00","2018-11-01","2019-05-23"
"OCRL-DUBLN","31040001432094","0","NEW-BKS","The dichotomy of leadership : balancing the challenges of extreme ownership to lead and win","Willink, Jocko","2018","658.4092 WILL","600","650","0","0","25.00","2018-11-01","2019-05-31"
"OCRL-DUBLN","31040001432102","1","NONFIC","Lessons : my path to a meaningful life","Bündchen, Gisele 1980-","2018","746.92 BÜND","700","740","8","0","25.00","2018-11-01","2019-06-20"
"OCRL-DUBLN","31040001432110","1","NONFIC","The fifth risk","Lewis, Michael (Michael M.)","2018","320.973 LEWI","300","320","0","0","25.00","2018-11-01","2019-05-23"
"OCRL-DUBLN","31040001432128","11","NEW-BKS","Leadership in turbulent times","Goodwin, Doris Kearns","2018","973.099 GOOD","900","970","1","0","25.00","2018-11-01","2019-06-19"
"OCRL-DUBLN","31040001432136","3","NONFIC","Good and mad : the revolutionary power of women's anger","Traister, Rebecca","2018","305.4209 TRAI","300","300","0","0","25.00","2018-11-01","2019-05-23"
"OCRL-DUBLN","31040001432144","3","NEW-BKS","Accessory to war : the unspoken alliance between astrophysics and the military","Tyson, Neil deGrasse","2018","358.8 TYSO","300","350","0","0","25.00","2018-11-01","2019-05-30"
"OCRL-DUBLN","31040001432151","0","NONFIC","Let it bang : a young black man's reluctant odyssey into guns","Young, R. J. (Writer)","2018","305.896 YOUN","300","300","0","0","25.00","2018-11-01","2019-05-23"
"OCRL-DUBLN","31040001432169","12","NEW-BKS","Killing the SS : the hunt for the worst war criminals in history","O'Reilly, Bill","2018","940.5318 O'REI","900","940","1","0","25.00","2018-11-01","2019-06-27"
"OCRL-DUBLN","31040001432177","7","LEASE","Six cats a slayin'","James, Miranda","2018","FIC JAME",,,"13","1","25.00","2018-11-01","2019-06-29"
"OCRL-DUBLN","31040001432185","9","LEASE","Not quite over you","Mallery, Susan","2018","FIC MALL",,,"13","1","25.00","2018-11-01","2019-06-29"
"OCRL-DUBLN","31040001432193","13","LEASE","The reckoning","Grisham, John","2018","FIC GRIS",,,"13","1","25.00","2018-11-01","2019-06-29"
"OCRL-DUBLN","31040001432201","17","LEASE","Dark sacred night","Connelly, Michael 1956-","2018","FIC CONN",,,"13","1","25.00","2018-11-01","2019-06-29"
"OCRL-DUBLN","31040001432219","6","LEASE","Elevation","King, Stephen 1947-","2018","FIC KING",,,"13","1","25.00","2018-11-01","2019-06-29"
"OCRL-DUBLN","31040001432227","3","LEASE","Bathed in prayer","Karon, Jan 1937-","2018","FIC KARO",,,"13","1","25.00","2018-11-01","2019-06-29"
"OCRL-DUBLN","31040001432235","5","LEASE","The rain watcher : a novel","Rosnay, Tatiana de 1961-","2018","FIC ROSN",,,"13","1","25.00","2018-11-01","2019-06-29"
"OCRL-DUBLN","31040001432243","1","LEASE","Pulse : a novel","Harvey, Michael T.","2018","FIC HARV",,,"13","1","25.00","2018-11-01","2019-06-29"
"OCRL-DUBLN","31040001432250","0","REF","Guinness world records 2018.",,"2018","REF 032 GUIN 2018","000","030","0","0","25.00","2018-11-06","2019-05-23"
"OCRL-DUBLN","31040001432268","0","REF","Complete guide to prescription & nonprescription drugs","Griffith, H. Winter (Henry Winter) 1926-1993","2017","REF 615.1 GRIF","600","610","0","0","25.00","2018-11-06","2018-11-08"
"OCRL-DUBLN","31040001432276","0","REF","A guide book of United States paper money : complete source for history, grading, and values","Friedberg, Arthur L.","2016","REF 769.55 FRIE","700","760","0","0","25.00","2018-11-06","2018-11-08"
"OCRL-DUBLN","31040001432284","0","REF","A guide book of United States coins","Yeoman, R. S. (Richard S.)","2018","REF 737.4973 YEOM","700","730","0","0","25.00","2018-11-06","2018-11-08"
"OCRL-DUBLN","31040001432292","0","REF","Beckett baseball card price guide. Number 40",,"2018","REF 796.357 BECK","700","790","0","0","25.00","2018-11-06","2018-11-08"
"OCRL-DUBLN","31040001432300","0","GENEALOGY","Mastering census & military records","Quillen, W. Daniel.","2014","GEN 929.1072 QUIL","900","920","0","0","25.00","2018-11-06","2018-11-08"
"OCRL-DUBLN","31040001432318","0","GENEALOGY","The researcher's guide to American genealogy","Greenwood, Val D.","2017","GEN 929.1 GREE","900","920","0","0","25.00","2018-11-06","2018-11-08"
"OCRL-DUBLN","31040001432326","3","NEW-BKS","Lost towns of North Georgia","Russell, Lisa M.","2016","GA 975.8002 RUSS","900","970","1","0","25.00","2018-11-06","2019-06-17"
"OCRL-DUBLN","31040001432334","3","JUV","The broken ornament","DiTerlizzi, Tony","2018","E DITE",,,"0","0","25.00","2018-11-07","2019-06-24"
"OCRL-DUBLN","31040001432342","3","JUV","This is Christmas","Booth, Tom 1983-","2018","E BOOT",,,"0","0","25.00","2018-11-07","2018-12-27"
"OCRL-DUBLN","31040001432359","3","JUV","Pete the cat's 12 groovy days of Christmas","Dean, Kim 1969-","2018","E DEAN",,,"0","0","25.00","2018-11-07","2019-04-16"
"OCRL-DUBLN","31040001432367","4","JUV","Little Golden Book. Christmas stories",,"2015","E LITT",,,"0","0","25.00","2018-11-07","2019-01-07"
"OCRL-DUBLN","31040001432375","6","FIC","Christmas cake murder","Fluke, Joanne 1943-","2018","FIC FLUK",,,"0","0","5.00","2018-11-07","2019-06-04"
"OCRL-DUBLN","31040001432383","8","FIC","Death of a neighborhood Scrooge","Levine, Laura 1943-","2018","FIC LEVI",,,"0","0","5.00","2018-11-07","2019-06-04"
"OCRL-DUBLN","31040001432391","6","FIC","The autobiography of Santa Claus","Guinn, Jeff","2018","FIC GUIN",,,"0","0","5.00","2018-11-07","2019-06-04"
"OCRL-DUBLN","31040001432409","3","JUV","The nutcracker and the Four Realms. an extended novelization The secret of the realms","Rusu, Meredith","2018","J RUSU",,,"0","0","25.00","2018-11-07","2019-05-31"
"OCRL-DUBLN","31040001432417","1","FIC","The usual Santas : a collection of Soho Crime Christmas capers",,"2017","FIC USUA",,,"0","0","5.00","2018-11-07","2019-06-04"
